f_n_words,f_oov,f_rare,f_mlogf,f_rep,f_mwlen,f_short,id,scenario,true_delta,conf_proxy,est_wer,wer
11.0,0.0,0.09090909090909091,5.820837362910095,0.0,3.909090909090909,0.0,319,weather,0.0,0.004308070180872869,0.06833734810521136,0.0
4.0,0.25,0.25,3.684033572206258,0.0,4.0,0.0,321,iot,1.0,0.419615706239751,0.29108431683159836,0.3333333333333333
3.0,0.0,0.3333333333333333,3.985254475381065,0.0,4.0,0.0,322,iot,2.0,0.30128850609612334,0.25018572133981026,0.0
2.0,0.0,0.0,3.51054198214457,0.0,5.0,0.0,329,play,0.0,0.46539194320976895,0.19953988309669254,0.0
8.0,0.0,0.0,6.079547534109821,0.0,4.25,0.0,333,weather,0.0,0.01240772446405669,0.06716091234739835,0.0
8.0,0.125,0.125,5.443054353900989,0.0,3.125,0.0,334,weather,0.0,0.007115503179662919,0.1964466484275731,0.2222222222222222
4.0,0.25,0.5,3.364998021977226,0.0,4.0,0.0,344,weather,0.0,0.026580243277714133,0.39596949096255635,0.6
4.0,0.0,0.25,3.057935098069688,0.0,5.25,0.0,348,weather,1.0,0.379031718371417,0.3358979597641814,0.75
8.0,0.0,0.0,5.980413637656783,0.0,3.5,0.0,355,datetime,0.0,0.01698110640318551,0.09082361338241252,0.0
5.0,0.0,0.0,6.874284708281266,0.0,4.0,0.0,360,datetime,0.0,0.0006467201148223634,0.08832105050548847,0.0
8.0,0.25,0.25,4.515055499740105,0.0,4.25,0.0,362,play,0.0,0.0039991174532747475,0.27411719340588964,0.2857142857142857
6.0,0.0,0.0,6.635859323858729,0.0,4.166666666666667,0.0,366,news,0.0,0.007620249998184336,0.05674195024630523,0.0
4.0,0.0,0.0,5.792569550571373,0.0,4.5,0.0,369,iot,0.0,0.00037756413936707034,0.09017551731089775,0.0
13.0,0.0,0.0,6.323724382677023,0.0,2.8461538461538463,0.0,379,music,0.0,0.46406689390135114,0.16797490802595763,0.0
6.0,0.16666666666666666,0.16666666666666666,5.480673675404129,0.0,4.5,0.0,385,news,1.0,0.6541209921581722,0.15078705269037718,0.16666666666666666
5.0,0.0,0.0,5.675941097002519,0.0,3.6,0.0,389,iot,0.0,0.003766543452014437,0.1772070123324216,0.0
7.0,0.0,0.0,5.775444347882309,0.0,4.142857142857143,0.0,391,play,-1.0,0.047840893020442365,0.07193777175122633,0.0
7.0,0.14285714285714285,0.14285714285714285,5.579481767404354,0.0,3.7142857142857144,0.0,393,play,-1.0,0.021712595477075047,0.20495012398279094,0.0
5.0,0.2,0.2,4.7124180011337415,0.0,3.2,0.0,397,play,0.0,0.0008333263043143191,0.3054977641870391,0.3333333333333333
4.0,0.0,0.0,5.767790245384184,0.0,4.75,0.0,399,alarm,0.0,0.007093403787136632,0.09017551731089775,0.0
2.0,0.0,0.0,4.8601728296791356,0.0,6.0,0.0,400,play,0.0,0.001117664458206491,0.09648513620107323,0.0
9.0,0.0,0.0,6.077019004283682,0.0,3.6666666666666665,0.0,407,play,0.0,0.014185789139198102,0.07034149156067275,0.0
4.0,0.0,0.0,6.2376728061694795,0.0,2.75,0.0,411,general,0.0,0.017010047003427453,0.18697729689720946,0.3333333333333333
5.0,0.0,0.0,5.599042732480268,0.0,3.2,0.0,412,general,0.0,0.01579825726070161,0.1833166932060082,0.0
5.0,0.0,0.0,6.002337691869721,0.0,4.4,0.0,424,news,0.0,0.00047195393729515533,0.07649590129575633,0.0
6.0,0.0,0.0,4.628411674265274,0.0,4.0,0.0,426,iot,0.0,0.12444796518741297,0.20524323123050447,0.3333333333333333
7.0,0.0,0.0,6.206721438052872,0.0,4.142857142857143,0.0,427,iot,0.0,0.0005889482744105834,0.07445947274574043,0.0
5.0,0.0,0.0,5.4679692371490365,0.0,4.6,0.0,428,iot,0.0,0.0005829811563693443,0.10179342738452819,0.2
7.0,0.0,0.0,6.313867176406501,0.0,4.0,0.0,430,weather,0.0,0.012564667968521404,0.0697357331937775,0.0
4.0,0.0,0.25,2.7244347064698733,0.0,5.25,0.0,437,play,1.0,0.4934775881152903,0.3417940753912769,0.0
6.0,0.0,0.0,5.962047901508079,0.0,4.833333333333333,0.0,441,news,0.0,0.00010222955510719167,0.07019579739660897,0.0
5.0,0.0,0.0,6.219614081072416,0.0,4.8,0.0,442,news,0.0,0.00012291738802827634,0.08665827902574881,0.0
2.0,0.0,0.0,3.800451229771041,0.0,5.5,0.0,443,audio,0.0,0.005303276761557507,0.18314657600853576,0.0
3.0,0.0,0.3333333333333333,3.067436066759639,0.0,4.666666666666667,0.0,448,iot,0.0,0.0014390585121299981,0.3862812259613483,0.0
8.0,0.125,0.125,5.300079361770291,0.0,4.125,0.0,451,news,0.0,0.04883753191153484,0.16828005034883864,0.0
6.0,0.0,0.0,5.372915945697496,0.0,4.833333333333333,0.0,456,iot,0.0,0.0002455056724320892,0.10335677632297792,0.0
5.0,0.0,0.0,5.405167454136419,0.0,4.0,0.0,468,iot,0.0,0.0020673956277815764,0.14308443077987457,0.4
3.0,0.0,0.3333333333333333,5.230955912920341,0.0,5.333333333333333,0.0,473,play,-1.0,0.00010360301880052436,0.19174145504236664,0.3333333333333333
6.0,0.16666666666666666,0.3333333333333333,4.44699899085841,0.0,4.666666666666667,0.0,475,general,0.0,0.015449274618821063,0.21051426868052764,0.0
6.0,0.0,0.0,5.37942269742576,0.0,4.0,0.0,484,music,0.0,0.004347172100933272,0.10928464663370085,0.5
8.0,0.0,0.0,6.131806182846042,0.0,3.125,0.0,486,datetime,0.0,0.005420935945331995,0.09334593545940952,0.0
4.0,0.0,0.0,5.031531293877117,0.0,3.75,0.0,491,weather,0.0,0.0024576006636950476,0.18381325691784167,0.0
4.0,0.0,0.0,5.345057918995016,0.0,3.75,0.0,494,general,0.0,0.01740991811026693,0.17062991643132447,0.0
5.0,0.2,0.4,3.4813536284753033,0.0,4.6,0.0,506,play,0.0,0.02116323615349669,0.25176661240488607,0.0
4.0,0.0,0.25,4.8337379113354055,0.0,4.0,0.0,508,alarm,0.0,0.06375518058992524,0.17623976193305196,0.25
3.0,0.6666666666666666,0.6666666666666666,1.7576665195212489,0.0,3.6666666666666665,0.0,512,weather,1.0,0.4361459295071828,0.5072292379148182,0.3333333333333333
6.0,0.0,0.16666666666666666,4.062380867625505,0.0,4.0,0.0,525,takeaway,0.0,0.09841233071510769,0.21531985418168137,0.14285714285714285
4.0,0.0,0.0,4.2474054064573625,0.0,4.25,0.0,527,general,0.0,0.03633649091051239,0.2709836973968665,0.4
6.0,0.16666666666666666,0.16666666666666666,4.773870347954006,0.0,2.3333333333333335,0.0,533,alarm,0.0,0.00036719896116799156,0.474214035444725,0.3333333333333333
7.0,0.0,0.0,4.350375697644722,0.0,3.857142857142857,0.0,540,play,0.0,0.013631785734215862,0.28833650919900056,0.2857142857142857
4.0,0.5,0.5,2.6756087879955714,0.0,4.5,0.0,555,play,0.0,0.04636701683756672,0.5475776278087775,0.0
4.0,0.25,0.25,4.2392404985918875,0.0,3.75,0.0,560,alarm,0.0,0.010003322519328894,0.3857107318695498,0.4
3.0,0.0,0.0,4.346150397650791,0.0,5.333333333333333,0.0,564,iot,0.0,0.00022852515784244076,0.17200836262516583,0.0
6.0,0.0,0.0,4.993713242305564,0.0,3.8333333333333335,0.0,576,play,0.0,0.0710390750064811,0.20513542777741645,0.5
3.0,0.0,0.0,5.4374124688246965,0.0,4.666666666666667,0.0,585,news,0.0,0.002804080160255684,0.12023383618127916,0.0
6.0,0.0,0.0,6.696702949887526,0.0,3.5,0.0,588,news,0.0,0.0007313206058058297,0.07562779187749143,0.0
5.0,0.0,0.0,6.756899714820338,0.0,4.6,0.0,590,weather,0.0,0.003030046648680007,0.046039374924787255,0.0
2.0,0.0,0.0,2.983073369561846,0.0,5.5,0.0,608,audio,-1.0,0.3690869454179634,0.27620689488802547,0.0
12.0,0.08333333333333333,0.16666666666666666,4.755693040784617,0.0,3.4166666666666665,0.0,612,alarm,0.0,0.014045237740280325,0.2346089053425149,0.2727272727272727
2.0,0.0,0.0,5.0499176405315875,0.0,6.5,0.0,614,play,0.0,0.009580858174348839,0.10700701345626067,0.0
6.0,0.0,0.0,5.807495527084903,0.0,4.333333333333333,0.0,625,play,0.0,0.000736566191492205,0.07396117697797007,0.0
8.0,0.0,0.25,4.837207308100561,0.0,5.5,0.0,631,news,0.0,0.022765856846860943,0.12350080290283423,0.0
4.0,0.0,0.0,5.03685091200988,0.0,6.0,0.0,635,iot,0.0,0.011024663599641382,0.05286176072832883,0.0
4.0,0.0,0.0,5.183314184070899,0.0,4.0,0.0,651,iot,0.0,7.160248903403943e-05,0.17856874796763378,0.25
4.0,0.0,0.0,4.978411921898443,0.0,3.75,0.0,660,datetime,1.0,0.14219419081387197,0.21692182993042017,0.25
5.0,0.0,0.0,6.062797961859535,0.0,4.0,0.0,665,iot,0.0,0.005759725306873187,0.10259457917654476,0.0
10.0,0.0,0.2,4.44070128642351,0.0,3.6,0.0,668,takeaway,0.0,0.03717219191212229,0.19474837499339692,0.0
6.0,0.3333333333333333,0.3333333333333333,3.453442354900903,0.0,5.166666666666667,0.0,680,news,-1.0,0.11364958947094139,0.3110476952300592,0.0
8.0,0.0,0.0,6.571651165932226,0.0,3.125,0.0,686,datetime,0.0,0.0023149742847655697,0.0938022522362724,0.0
7.0,0.0,0.0,5.803847784458786,0.0,4.0,0.0,702,iot,0.0,0.011688069559494085,0.07056281467349465,0.125
9.0,0.0,0.0,6.020389258621363,0.0,3.2222222222222223,0.0,712,news,0.0,0.01288242669573536,0.0876654029433712,0.0
4.0,0.25,0.25,2.9155517919214957,0.0,7.25,0.0,726,weather,0.0,0.07736852474112665,0.2488877116110583,0.25
4.0,0.0,0.0,6.313155625905822,0.0,4.0,0.0,730,iot,0.0,0.00048143479615436746,0.12975118788859782,0.0
6.0,0.0,0.0,5.851386577310463,0.0,4.0,0.0,738,weather,0.0,0.001597172543297276,0.07258621990023839,0.16666666666666666
7.0,0.0,0.0,4.8584215233620265,0.0,3.2857142857142856,0.0,751,audio,0.0,0.5852828394367187,0.20587655139574332,0.0
8.0,0.0,0.0,6.339990755458943,0.0,3.375,0.0,761,music,0.0,0.027269880752501696,0.10238803566591256,0.14285714285714285
8.0,0.0,0.0,6.430406327747098,0.0,4.375,0.0,764,weather,0.0,0.006853848384902106,0.05314929060598008,0.0
14.0,0.0,0.0,5.459714763861752,0.0,4.357142857142857,0.0,765,news,0.0,0.025566442988394833,0.05353945201986918,0.21428571428571427
19.0,0.0,0.0,5.83535250955278,0.0,3.210526315789474,0.0,767,news,0.0,0.00040360210205381275,0.0344659536691451,0.16666666666666666
7.0,0.0,0.14285714285714285,5.762439311866695,0.0,4.714285714285714,0.0,768,news,0.0,0.00033829952134201147,0.08363986012318383,0.0
10.0,0.0,0.2,4.207739816846576,0.0,3.5,0.0,779,play,0.0,0.1885813663313881,0.27494552608945017,0.0
2.0,0.5,0.5,3.338541730623568,0.0,6.0,0.0,781,play,1.0,0.23557009587320887,0.4694220354214174,0.5
8.0,0.25,0.25,4.242951760836535,0.0,3.75,0.0,782,play,0.0,0.017482454656131075,0.3059571905148252,0.0
3.0,0.0,0.0,4.891806285733373,0.0,4.333333333333333,0.0,783,play,0.0,0.0021673189454584074,0.19827056831909656,0.0
4.0,0.25,0.25,3.0425906407240237,0.0,4.5,0.0,790,weather,0.0,0.04305597674597672,0.41160786255251625,0.25
4.0,0.0,0.0,4.4935511402373445,0.0,5.5,0.0,796,alarm,0.0,0.002848200997396355,0.16704636173706108,0.0
6.0,0.0,0.0,4.99350893539507,0.0,4.166666666666667,0.0,804,audio,2.0,0.46822686171390904,0.14657717243100724,0.8
8.0,0.0,0.125,5.3370525466697,0.0,5.625,0.0,826,weather,0.0,0.004388647733180484,0.08265293277273023,0.3333333333333333
4.0,0.0,0.25,4.108809567099343,0.0,4.25,0.0,827,play,1.0,0.49962734674833487,0.2862419606210953,0.25
9.0,0.1111111111111111,0.1111111111111111,5.105857501570446,0.0,4.777777777777778,0.0,832,weather,0.0,0.12314235297186993,0.16316265537709754,0.4444444444444444
11.0,0.09090909090909091,0.2727272727272727,4.586634853348142,0.0,4.818181818181818,0.0,837,news,0.0,0.08381377164280113,0.1677572212861786,0.0
4.0,0.0,0.0,5.238697718120889,0.0,4.25,0.0,843,iot,0.0,0.14753880606850522,0.2662828556791118,0.5
3.0,0.0,0.0,5.974823662042854,0.0,3.6666666666666665,0.0,861,alarm,0.0,0.0011463708287330343,0.1260168494083735,0.0
2.0,0.0,0.0,4.140102116639987,0.0,6.5,0.0,862,alarm,0.0,0.00163073506843614,0.15472047858296317,0.0
5.0,0.0,0.0,5.262054880505337,0.0,4.4,0.0,864,iot,0.0,0.01001216106546643,0.10406977161880464,0.16666666666666666
2.0,0.5,1.0,0.6931471805599453,0.0,6.0,0.0,870,music,-1.0,0.15208443580906605,0.6321990268391396,1.0
5.0,0.2,0.2,4.113619279672125,0.0,1.8,0.0,884,alarm,1.0,0.40235558749805644,0.49632677626852034,0.6
4.0,0.0,0.25,4.681987884617824,0.0,5.5,0.0,891,play,0.0,0.01015349570314028,0.2314272275288765,0.0
9.0,0.1111111111111111,0.2222222222222222,3.8766533268747216,0.0,3.111111111111111,0.0,897,iot,0.0,0.006672048658419083,0.2640813476463833,0.125
5.0,0.0,0.0,6.432873960774993,0.0,4.4,0.0,914,iot,0.0,0.0006508448856114013,0.06877141799815796,0.25
4.0,0.0,0.0,6.265675593236388,0.0,4.75,0.0,920,alarm,0.0,0.0029722111073169355,0.11022349065573475,0.0
5.0,0.0,0.0,5.633742511125885,0.0,4.2,0.0,931,music,2.0,0.3992029278204775,0.13818241862180805,0.3333333333333333
9.0,0.0,0.1111111111111111,5.4799009856819,0.0,4.222222222222222,0.0,936,play,0.0,0.04092002387076099,0.11697244186182472,0.1111111111111111
7.0,0.2857142857142857,0.42857142857142855,3.674286715023306,0.0,2.4285714285714284,0.0,939,alarm,1.0,0.3374099198466519,0.33519267431265687,0.6666666666666666
5.0,0.0,0.2,4.504285476814091,0.0,4.4,0.0,940,alarm,1.0,0.24109731507815924,0.17778338220998685,0.4
9.0,0.0,0.0,5.488123739135574,0.0,4.666666666666667,0.0,944,datetime,0.0,0.012563721877674072,0.08718449713174138,0.0
9.0,0.0,0.0,5.868392332907489,0.0,4.111111111111111,0.0,951,weather,0.0,0.015984220105916158,0.06262712374814246,0.0
6.0,0.0,0.0,6.036587331480288,0.0,5.0,0.0,962,iot,0.0,0.00028862128807527476,0.029935945168525796,0.16666666666666666
4.0,0.25,0.25,4.618692212303774,0.0,4.25,0.0,964,iot,0.0,0.07481315913301634,0.3413875402006244,0.0
7.0,0.0,0.2857142857142857,4.31390250651725,0.0,3.7142857142857144,0.0,967,takeaway,0.0,0.008434617425160384,0.1931871825374796,0.0
6.0,0.0,0.16666666666666666,4.526166897204752,0.0,5.333333333333333,0.0,969,news,0.0,0.0007078846286279195,0.21676681781159332,0.0
8.0,0.0,0.0,6.283035923318334,0.0,3.0,0.0,974,datetime,0.0,0.0023950975828382903,0.1586239591275703,0.0
6.0,0.0,0.0,5.598567745844247,0.0,4.333333333333333,0.0,997,iot,0.0,0.0003435762448370516,0.08516309632605909,0.3333333333333333
6.0,0.0,0.0,5.907667087613255,0.0,3.8333333333333335,0.0,999,iot,0.0,0.00040509749039918663,0.09004126135179359,0.0
6.0,0.16666666666666666,0.16666666666666666,4.921154791637043,0.0,4.5,0.0,1007,play,0.0,0.02785035841053285,0.19837588185466862,0.0
8.0,0.0,0.0,5.92898233299386,0.0,3.5,0.0,1014,datetime,0.0,0.007698936048887051,0.09082361338241252,0.0
7.0,0.0,0.0,5.81706854382015,0.0,3.857142857142857,0.0,1030,iot,0.0,0.00015341908119459458,0.08801785612504985,0.0
5.0,0.0,0.0,5.078037175671146,0.0,4.4,0.0,1042,takeaway,-1.0,0.6505036987130035,0.11461992192599764,0.0
8.0,0.25,0.25,4.536592220207236,0.0,4.625,0.0,1043,takeaway,2.0,0.5818936224093854,0.29174888216147166,0.5714285714285714
13.0,0.07692307692307693,0.15384615384615385,5.401064014030207,0.0,3.230769230769231,0.0,1047,play,0.0,0.022937101604309063,0.1367890259613874,0.25
4.0,0.25,0.25,4.183750695101589,0.0,5.0,0.0,1048,audio,0.0,0.04665254527495477,0.2799823077358204,0.75
5.0,0.0,0.0,5.373404183696685,0.0,4.6,0.0,1059,iot,0.0,0.019824009824713773,0.10965688022212527,0.16666666666666666
8.0,0.125,0.125,5.257709789829107,0.0,3.375,0.0,1061,news,2.0,0.3723647331582417,0.22623458650207726,0.375
6.0,0.0,0.16666666666666666,4.118530667610777,0.0,5.833333333333333,0.0,1063,news,2.0,0.2978990176998261,0.15088680338621457,0.16666666666666666
4.0,0.0,0.0,4.881612672176768,0.0,5.0,0.0,1065,audio,0.0,0.016012186838082587,0.1426832420870287,0.0
6.0,0.16666666666666666,0.3333333333333333,5.064710945101441,0.0,4.666666666666667,0.0,1071,iot,0.0,0.005213696311184179,0.16797053509583304,0.16666666666666666
9.0,0.0,0.1111111111111111,5.348598084940913,0.0,4.444444444444445,0.0,1072,iot,0.0,0.006039745747646097,0.11172213682497913,0.0
5.0,0.0,0.2,4.46723884658977,0.0,3.6,0.0,1076,music,0.0,0.06563997986950243,0.27922870341231615,0.0
2.0,0.5,1.0,0.8047189562170501,0.0,6.0,0.0,1084,news,0.0,0.627837194724057,0.6321990268391396,1.0
6.0,0.0,0.0,5.75534359234151,0.0,5.0,0.0,1090,iot,0.0,0.00040644176447246494,0.029935945168525796,0.25
6.0,0.0,0.16666666666666666,4.932625849687195,0.0,4.666666666666667,0.0,1093,news,0.0,0.3690931329015643,0.1427676573695902,0.0
12.0,0.08333333333333333,0.08333333333333333,5.589378532784177,0.0,3.3333333333333335,0.0,1098,datetime,-1.0,0.04269987469301306,0.11657524576560371,0.08333333333333333
9.0,0.1111111111111111,0.1111111111111111,5.393726686497679,0.0,4.0,0.0,1108,play,0.0,0.03731800910583516,0.16708103290711396,0.0
5.0,0.4,0.4,2.8748203642507013,0.0,5.2,0.0,1115,play,0.0,0.115185282172799,0.527340150674531,0.0
6.0,0.16666666666666666,0.3333333333333333,4.447192429261283,0.0,4.5,0.0,1120,news,-2.0,0.3139486991661893,0.21051426868052764,0.16666666666666666
5.0,0.4,0.4,2.8167588382849553,0.0,4.4,0.0,1121,play,0.0,0.011775001372907323,0.5239532783863239,0.2
5.0,0.0,0.4,3.476935600930294,0.0,5.4,0.0,1123,play,0.0,0.009651329033794065,0.1972413556158989,0.0
8.0,0.125,0.125,4.378676413978216,0.0,4.375,0.0,1124,play,1.0,0.20963003438034844,0.23566560199200604,0.25
4.0,0.0,0.0,5.142745720458736,0.0,4.25,0.0,1127,play,0.0,0.09673157958438106,0.17994370504536544,0.2
4.0,0.25,0.25,4.5255085660647545,0.0,3.0,0.0,1144,play,2.0,0.7355604297090049,0.32254064050041564,0.25
6.0,0.0,0.16666666666666666,5.543991004705649,0.0,4.0,0.0,1148,datetime,0.0,0.01991271786163129,0.10983711170813493,0.0
3.0,0.0,0.0,4.411885449262615,0.0,6.0,0.0,1151,iot,0.0,0.01546620734765336,0.11692777089094133,0.0
6.0,0.0,0.16666666666666666,4.381505967896295,0.0,5.833333333333333,0.0,1156,news,-4.0,0.3375485051904574,0.14292809300034842,0.16666666666666666
3.0,0.3333333333333333,0.3333333333333333,3.7524023559079467,0.0,3.0,0.0,1158,general,-1.0,0.030758345503713924,0.3736783162332888,0.3333333333333333
